idx,replacements_visual,replacements_phonetic,replacements_typo
4483,"[('contribute', 'coƞtribute')]","[('contribute', ""contribute'"")]","[('contribute', 'contibuir')]"
4484,"[('textfile', 'text∮ile')]","[('textfile', 'textfile')]","[('textfile', 't/ex&tf)i)l""e')]"
4485,"[('full', 'Ŧull')]","[('full', 'ffull')]","[('full', 'ful.l')]"
4486,"[('recognition', 'recoᎾnⲓţion')]","[('recognition', 'reacegnition')]","[('recognition', 'recogition')]"
4487,"[('local', 'ḹᱛcѳl')]","[('local', 'localk')]","[('local', 'lacol')]"
4488,"[('concretely', 'concreƫelỵ')]","[('concretely', ""concretally'"")]","[('concretely', 'conc`re_tely')]"
4489,"[('utilized', 'utiįized')]","[('utilized', 'utilised')]","[('utilized', 'uzitiled')]"
4490,"[('classification', 'classi⨎ication')]","[('classification', 'classifficationg')]","[('classification', 'caotlasiicsfin')]"
4491,"[('method', 'ռethod')]","[('method', 'metheod')]","[('method', 'mthod')]"
4492,"[('showcases', 'showcѳses')]","[('showcases', 'scowkases')]","[('showcases', 'shocases')]"
4493,"[('experimental', 'experi໗ental')]","[('experimental', 'ekpairimenttalle')]","[('experimental', 'e+xpe<r&ime&n/tal')]"
4494,"[('limited', 'liᶆited')]","[('limited', 'limiteds')]","[('limited', 'liminted')]"
4495,"[('segmentation', 'sᴈgmenₜǻᵗioⁿ')]","[('segmentation', 'segmentationh')]","[('segmentation', 'zegmentatjon')]"
4496,"[('global', 'globᴔl')]","[('global', 'gglobal')]","[('global', 'gaobll')]"
4497,"[('input', 'inρut')]","[('input', 'inpput')]","[('input', '`i}n@p*ut')]"
4498,"[('training', 'traᶖninḡ')]","[('training', ""training'sw"")]","[('training', 'tr*aini|ng')]"
4499,"[('point', 'poìnt')]","[('point', ""pointed'"")]","[('point', 'Ponit')]"
4500,"[('disorder', 'diSorder')]","[('disorder', 'disurder')]","[('disorder', 'di>s,o&r%d/er')]"
4501,"[('utilitarian', 'utilitariàn')]","[('utilitarian', 'utilitariable')]","[('utilitarian', 'utlitarian')]"
4502,"[('simulating', 'sɪmulating')]","[('simulating', 'scymulating')]","[('simulating', 'smalitniug')]"
4503,"[('degrade', 'degra♃e')]","[('degrade', 'deggrade')]","[('degrade', 'degra/d<e')]"
4504,"[('insights', 'insigh↥s')]","[('insights', 'insightc')]","[('insights', 'iihntgss')]"
4505,"[('arise', 'ariѕe')]","[('arise', 'aryse')]","[('arise', 'arse')]"
4506,"[('emerge', 'emergʙ')]","[('emerge', 'emerrge')]","[('emerge', 'eregme')]"
4507,"[('relevant', 'releⱌѳnt')]","[('relevant', 'raillevant')]","[('relevant', 'r?e~l&evant')]"
4508,"[('convert', 'converɫ')]","[('convert', 'converte')]","[('convert', 'cnovret')]"
4509,"[('measured', 'measur8d')]","[('measured', 'mmeasured')]","[('measured', 'meerasud')]"
4510,"[('properties', 'proอerties')]","[('properties', 'proporeties')]","[('properties', 'properies')]"
4511,"[('utilize', 'υtiіize')]","[('utilize', 'utiliset')]","[('utilize', 'utiliz')]"
4512,"[('information', 'infᲂɾmatioṇ')]","[('information', 'ienlformason')]","[('information', 'imriofnotan')]"
4513,"[('frequentist', 'freqעen⨨ist')]","[('frequentist', 'frequentist')]","[('frequentist', 'fqsuterenit')]"
4514,"[('prove', 'provʙ')]","[('prove', 'prov')]","[('prove', 'pr)o\\ve')]"
4515,"[('demand', 'Ԁemand')]","[('demand', 'dimand')]","[('demand', '^demand')]"
4516,"[('requirements', 'requirϱmenƫs')]","[('requirements', 'requirementse')]","[('requirements', 'rmeeetrqiuns')]"
4517,"[('comprehensive', 'coຫḅreheṉsive')]","[('comprehensive', 'comperejencive')]","[('comprehensive', '-co|mprehe-nsi.ve')]"
4518,"[('propagation', 'prОpǡgation')]","[('propagation', 'propageshonn')]","[('propagation', 'pgotipraaon')]"
4519,"[('strategies', 'stræteḆies')]","[('strategies', ""stratage's"")]","[('strategies', 'strateie')]"
4520,"[('first', '⨐irst')]","[('first', 'firscet')]","[('first', 'fsirt')]"
4521,"[('objective', 'Օbjectiⱽe')]","[('objective', 'obedjective')]","[('objective', 'ocijvetbe')]"
4522,"[('rashba', 'rasɲba')]","[('rashba', 'rashba')]","[('rashba', 'rasha')]"
4523,"[('describe', 'deʒcribẹ')]","[('describe', 'descrrib')]","[('describe', 'ecribe')]"
4524,"[('literature', 'litera⍒ure')]","[('literature', 'leederatur')]","[('literature', 'ltierrtuae')]"
4525,"[('contains', 'contᾼins')]","[('contains', 'ckintains')]","[('contains', 'conains')]"
4526,"[('transverse', 'traຕsvᏼrse')]","[('transverse', 'trransvers')]","[('transverse', 't""r\\ansverse')]"
4527,"[('rampant', 'raₘpant')]","[('rampant', ""rampant'"")]","[('rampant', ""ram'ant"")]"
4528,"[('posterior', 'ƥõsteriȍɾ')]","[('posterior', 'posterier')]","[('posterior', ';osterkor')]"
4529,"[('score', 'scorࠝ')]","[('score', 'scorfe')]","[('score', 'nscore')]"
4530,"[('framework', 'frameworḴ')]","[('framework', 'framwurk')]","[('framework', 'fworamrek')]"
4531,"[('generalization', 'geߒeʴalization')]","[('generalization', 'generalisationt')]","[('generalization', 'genedalization')]"
4532,"[('realistic', 'rèalistĩc')]","[('realistic', 'realistica')]","[('realistic', 'realistim')]"
4533,"[('issue', 'issṲe')]","[('issue', 'iessue')]","[('issue', 'isue')]"
4534,"[('implementation', 'implemeṇtatiօn')]","[('implementation', 'impllumanttation')]","[('implementation', '<implem$entatio:n')]"
4535,"[('inted', 'Іnted')]","[('inted', 'inted')]","[('inted', 'itend')]"
4536,"[('years', 'yeans')]","[('years', 'yearz')]","[('years', 'yers')]"
4537,"[('proportional', 'ƥřoporționål')]","[('proportional', ""proportional'"")]","[('proportional', 'proportionql')]"
4538,"[('induced', 'iṙduced')]","[('induced', 'inducte')]","[('induced', 'idencud')]"
4539,"[('facts', 'ᶂacts')]","[('facts', 'facs')]","[('facts', 'fcts')]"
4540,"[('enabling', 'enჴḅling')]","[('enabling', 'eanablling')]","[('enabling', 'en*ab[l=in-g')]"
4541,"[('decision', 'deʗision')]","[('decision', 'decistione')]","[('decision', 'de{cision')]"
4542,"[('approach', 'appr໐ach')]","[('approach', 'aipproach')]","[('approach', 'a*pp_roac:h')]"
4543,"[('simpler', 'siʍplЄɽ')]","[('simpler', 'simepller')]","[('simpler', 'sipler')]"
4544,"[('monte', 'mоntē')]","[('monte', 'montse')]","[('monte', 'mlnte')]"
4545,"[('obtained', 'ọbta⭭ned')]","[('obtained', 'obttained')]","[('obtained', '.o|b}t#ained')]"
4546,"[('place', 'ₚlace')]","[('place', 'placei')]","[('place', 'Plase')]"
4547,"[('traditional', 'ₜɼadiᴛionål')]","[('traditional', ""traditional'"")]","[('traditional', 'tradicional')]"
4548,"[('reduces', 'redu໐es')]","[('reduces', 'reducesm')]","[('reduces', 'redces')]"
4549,"[('solutions', 'solutiՕns')]","[('solutions', 'stolutians')]","[('solutions', 'siolnouts')]"
4550,"[('solutions', 'Ӡolutᶖons')]","[('solutions', 'ssolushons')]","[('solutions', 'soluions')]"
4551,"[('content', 'conteƞt')]","[('content', 'contehntt')]","[('content', 'cont$en?t')]"
4552,"[('massless', 'nassless')]","[('massless', 'massless')]","[('massless', '\\ma{ss]l|ess')]"
4553,"[('tool', 'tວo˩')]","[('tool', 'ttool')]","[('tool', ';tool')]"
4554,"[('facebook', 'fᦃcebook')]","[('facebook', 'facebjook')]","[('facebook', 'faebook')]"
4555,"[('weakens', 'ᴡeaₖéns')]","[('weakens', 'weaksnes')]","[('weakens', 'wezkens')]"
4556,"[('wavefunction', 'waʋefʉnctioɴ')]","[('wavefunction', ""waveffencting'"")]","[('wavefunction', 'wabefunction')]"
4557,"[('instead', 'instвad')]","[('instead', 'ienstead')]","[('instead', 'i\\n\\s~tead')]"
4558,"[('dihedral', 'ϕiheΌral')]","[('dihedral', 'didwarlly')]","[('dihedral', 'diheral')]"
4559,"[('twice', 'ſwice')]","[('twice', 'ttwice')]","[('twice', 'tcwie')]"
4560,"[('compare', 'comparⲉ')]","[('compare', 'comepare')]","[('compare', 'cpraome')]"
4561,"[('language', 'ịaɲguage')]","[('language', 'llanguaddge')]","[('language', 'langage')]"
4562,"[('weakly', 'weakl⨞')]","[('weakly', 'wheakly')]","[('weakly', ""wea'kly"")]"
4563,"[('fast', 'ẛგst')]","[('fast', 'fascedn')]","[('fast', ':fast')]"
4564,"[('provides', '☾roᥢiḓes')]","[('provides', 'pprovidez')]","[('provides', 'pievrods')]"
4565,"[('adopt', 'ad໐pt')]","[('adopt', 'adapt')]","[('adopt', 'ado""pt')]"
4566,"[('work', '⫾ork')]","[('work', 'whork')]","[('work', 'wrok')]"
4567,"[('however', 'hoШever')]","[('however', 'houever')]","[('however', '~however')]"
4568,"[('spatial', 'პpąt⅃al')]","[('spatial', 'spetial')]","[('spatial', 'spatal')]"
4569,"[('nearly', 'neƌrly')]","[('nearly', 'neearly')]","[('nearly', 'narly')]"
4570,"[('create', 'creaⵜe')]","[('create', 'creete')]","[('create', 'crtaee')]"
4571,"[('analyses', 'ɵnaإyses')]","[('analyses', 'ahnaulyses')]","[('analyses', 'analyss')]"
4572,"[('workshop', 'שorkshΟp')]","[('workshop', 'workciopp')]","[('workshop', 'worksop')]"
4573,"[('supported', 'suppȭɍteď')]","[('supported', 'supcorted')]","[('supported', 's{u!pp+o[rted')]"
4574,"[('decoding', 'dβcoding')]","[('decoding', 'decodingl')]","[('decoding', 'decodig')]"
4575,"[('help', 'heỊp')]","[('help', 'halp')]","[('help', 'elp')]"
4576,"[('remote', 'rᶒmote')]","[('remote', 'remot')]","[('remote', 'roemte')]"
4577,"[('short', 'shoᚪt')]","[('short', 'shawrt')]","[('short', 'sho?rt')]"
4578,"[('human', 'hȗᶆan')]","[('human', ""Hughmen'"")]","[('human', 'Humen')]"
4579,"[('geometry', 'ĝeometřɏ')]","[('geometry', 'geometryc')]","[('geometry', 'ge0metry')]"
4580,"[('sliding', 's℔iding')]","[('sliding', 'slidingl')]","[('sliding', 'slidijg')]"
4581,"[('paramagnetic', 'pàŕamaℊnėₜic')]","[('paramagnetic', ""paramanjack'"")]","[('paramagnetic', 'pgtmraaneaic')]"
4582,"[('form', '㎌orm')]","[('form', 'formb')]","[('form', 'fodm')]"
4583,"[('generalized', 'ĝêneraĺized')]","[('generalized', 'generaliset')]","[('generalized', 'gejeralized')]"
4584,"[('achieving', 'aćhieʌïng')]","[('achieving', 'assiingingh')]","[('achieving', 'achive')]"
4585,"[('alleviating', 'aḷleviatӀng')]","[('alleviating', 'alliveating')]","[('alleviating', 'aaltnevilig')]"
4586,"[('diverse', 'նוverse')]","[('diverse', 'divarse')]","[('diverse', 'dvseire')]"
4587,"[('branched', 'brancheń')]","[('branched', 'brantcht')]","[('branched', 'bnaehcrd')]"
4588,"[('shown', 'sʱoẁƞ')]","[('shown', ""shown'sl"")]","[('shown', 'showd')]"
4589,"[('understanding', 'understᗺnding')]","[('understanding', 'underestanedin')]","[('understanding', 'understaning')]"
4590,"[('opportunities', 'opῃortunities')]","[('opportunities', 'oporedunitis')]","[('opportunities', 'opprtunities')]"
4591,"[('design', 'desľgn')]","[('design', 'diising')]","[('design', 'degsin')]"
4592,"[('learning', 'leǎrñing')]","[('learning', 'learninge')]","[('learning', 'Learnig')]"
4593,"[('though', 'tἠough')]","[('though', 'theough')]","[('though', '.thoug<h')]"
4594,"[('initially', 'inᵢtially')]","[('initially', 'initiallyp')]","[('initially', '>initially')]"
4595,"[('work', 'עork')]","[('work', 'wark')]","[('work', 'wrk')]"
4596,"[('cuspidal', 'cuspĮḏal')]","[('cuspidal', 'cuspidal')]","[('cuspidal', 'cu>spid[al')]"
4597,"[('infer', 'infeᛚ')]","[('infer', 'innfer')]","[('infer', 'in-fe+r')]"
4598,"[('address', 'addᶯess')]","[('address', 'addrress')]","[('address', 'arddses')]"
4599,"[('diversity', 'ďiveȓₛity')]","[('diversity', 'diversityi')]","[('diversity', 'diveristy')]"
4600,"[('rate', 'rՅte')]","[('rate', 'rayte')]","[('rate', 'rat^e')]"
4601,"[('first', 'firs⨥')]","[('first', 'firzt')]","[('first', '=fi&r$s[t')]"
4602,"[('unifies', 'Կnifies')]","[('unifies', 'unifies')]","[('unifies', 'ueifnis')]"
4603,"[('selecting', 'şelectiⁿg')]","[('selecting', 'solecting')]","[('selecting', 'selectig')]"
4604,"[('normativity', 'normatӏvitɑ')]","[('normativity', 'normativity')]","[('normativity', '!normati}v-ity')]"
4605,"[('interesting', 'іntēŕǝstȋng')]","[('interesting', 'interestings')]","[('interesting', 'insteternig')]"
4606,"[('keplerian', 'kėₚleɾiȁņ')]","[('keplerian', 'Keplarin')]","[('keplerian', 'keplfrian')]"
4607,"[('design', 'desḻɵƞ')]","[('design', 'ddesign')]","[('design', 'de:sign')]"
4608,"[('ideally', 'ideaƖly')]","[('ideally', 'iedeally')]","[('ideally', 'deally')]"
4609,"[('ring', 'riդg')]","[('ring', 'reing')]","[('ring', 'rnig')]"
4610,"[('seek', 'sθek')]","[('seek', 'seeck')]","[('seek', ""'seek"")]"
4611,"[('linear', 'lineaᶉ')]","[('linear', 'lenear')]","[('linear', 'lin#ear')]"
4612,"[('available', 'availaοle')]","[('available', 'aveailabjle')]","[('available', 'ava-i{la+b,l%e')]"
4613,"[('pyramids', 'pyramiԂs')]","[('pyramids', 'ppyramieds')]","[('pyramids', ""py<ra'm:ids"")]"
4614,"[('show', 'sh๐w')]","[('show', 'sho')]","[('show', 'sohw')]"
4615,"[('crucial', 'οruciaⅠ')]","[('crucial', 'crrucial')]","[('crucial', '#cruc#ial')]"
4616,"[('cost', 'coᵴt')]","[('cost', ""cossed'"")]","[('cost', 'cust')]"
4617,"[('methods', 'ηethoᶑӡ')]","[('methods', ""emthed's"")]","[('methods', 'methds')]"
4618,"[('nuclear', 'nucleᶏr')]","[('nuclear', 'nocleear')]","[('nuclear', '\\nucl}e,ar')]"
4619,"[('situations', 'ſituaƭions')]","[('situations', 'situationse')]","[('situations', 'situatios')]"
4620,"[('like', 'liₖe')]","[('like', 'likeu')]","[('like', 'lkke')]"
4621,"[('zero', 'zeŕø')]","[('zero', 'zerought')]","[('zero', 'zer')]"
4622,"[('precede', 'preceⅾe')]","[('precede', 'preced')]","[('precede', '$precede')]"
4623,"[('environment', 'envȴronment')]","[('environment', 'envirrenmente')]","[('environment', 'envimonnret')]"
4624,"[('result', 'resᥧlt')]","[('result', 'resullt')]","[('result', 'rlseut')]"
4625,"[('experiments', 'experimєnts')]","[('experiments', 'eecperriments')]","[('experiments', 'etiepmrxnes')]"
4626,"[('many', 'maɲy')]","[('many', 'Manniez')]","[('many', 'mny')]"
4627,"[('biholomorphisms', 'bìholomoȓₚᶣîsɱs')]","[('biholomorphisms', 'biolophymrisms')]","[('biholomorphisms', 'bjholo,orphlsme')]"
4628,"[('teleoperation', 'tϱleopeⵤation')]","[('teleoperation', 'teleoperation')]","[('teleoperation', 'teleoperatio')]"
4629,"[('relating', 'rela┼ing')]","[('relating', 'rrelatting')]","[('relating', 'relting')]"
4630,"[('debye', 'debyѳ')]","[('debye', 'debye')]","[('debye', 'dbeye')]"
4631,"[('evolution', 'evɒlution')]","[('evolution', 'evoleutien')]","[('evolution', 'e@v~olut=ion')]"
4632,"[('heritage', 'heritagԑ')]","[('heritage', 'haritasi')]","[('heritage', 'heritag')]"
4633,"[('astronomy', 'astɚoɱoդṵ')]","[('astronomy', 'astronemey')]","[('astronomy', 'amnoorsty')]"
4634,"[('formalism', 'formậıism')]","[('formalism', 'fformalyschm')]","[('formalism', 'fmroalism')]"
4635,"[('useful', 'ẉseful')]","[('useful', 'usefal')]","[('useful', 'usful')]"
4636,"[('vertical', 'ʋertіͨa℔')]","[('vertical', 'verticalk')]","[('vertical', 'veetical')]"
4637,"[('states', 'sʈates')]","[('states', 'sstates')]","[('states', 'saetts')]"
4638,"[('sentence', 'ჽentence')]","[('sentence', 'ssengtence')]","[('sentence', 'setnnece')]"
4639,"[('chain', 'chaіn')]","[('chain', 'chain')]","[('chain', 'cihan')]"
4640,"[('applications', 'applicationຣ')]","[('applications', 'applacatienz')]","[('applications', 'apcniiotlaps')]"
4641,"[('cost', 'còsț')]","[('cost', 'cosped')]","[('cost', 'cust')]"
4642,"[('need', 'neeն')]","[('need', 'ned')]","[('need', 'ned')]"
4643,"[('part', 'paբt')]","[('part', 'parrt')]","[('part', 'prt')]"
4644,"[('weights', 'weigḥtຣ')]","[('weights', 'weightc')]","[('weights', 'weihts')]"
4645,"[('components', 'c⊡mpʗnents')]","[('components', 'ckommponentc')]","[('components', 'comonents')]"
4646,"[('product', 'producƚ')]","[('product', 'prodeect')]","[('product', 'roduct')]"
4647,"[('sparse', 'sբarse')]","[('sparse', 'sporse')]","[('sparse', 'sarse')]"
4648,"[('thereby', 'thereb⫰')]","[('thereby', 'therby')]","[('thereby', 'ther&eby')]"
4649,"[('mixture', 'mixtկre')]","[('mixture', 'milkteure')]","[('mixture', 'mtrxuie')]"
4650,"[('trim', 'trіm')]","[('trim', 'trimm')]","[('trim', 'tirm')]"
4651,"[('baseline', 'basₑliŉe')]","[('baseline', 'baselinel')]","[('baseline', 'baselkne')]"
4652,"[('communication', 'ϲommunication')]","[('communication', 'communicationi')]","[('communication', 'commniction')]"
4653,"[('misclassified', 'ռisc⼅assifieᴔ')]","[('misclassified', 'misclassified')]","[('misclassified', 'mieaiissscfld')]"
4654,"[('generate', 'ℊenȇřatĕ')]","[('generate', ""generate'sv"")]","[('generate', 'generahe')]"
4655,"[('contains', 'coⁿţáíߒs')]","[('contains', ""containn's'"")]","[('contains', 'cantains')]"
4656,"[('assess', 'ȁsṥësᶊ')]","[('assess', 'assesss')]","[('assess', 'asess')]"
4657,"[('pretrained', 'pretraïned')]","[('pretrained', 'pretrainned')]","[('pretrained', 'pretraind')]"
4658,"[('existing', 'ϐxistinǥ')]","[('existing', 'egsisting')]","[('existing', 'existig')]"
4659,"[('previous', 'previoպs')]","[('previous', 'prreviouce')]","[('previous', 'previo<u]s')]"
4660,"[('requests', 'reque⪞tⳄ')]","[('requests', 'rrequesghts')]","[('requests', 'reuests')]"
4661,"[('significantly', 'signiȽicanɫḻӌ')]","[('significantly', 'sygneificantlleee')]","[('significantly', 's&igni=f)icantly')]"
4662,"[('primary', 'primƋƞy')]","[('primary', 'primery')]","[('primary', 'prim^ary')]"
4663,"[('discussed', 'disc∪ssed')]","[('discussed', 'discussedfd')]","[('discussed', 'd#isc;us%se(d')]"
4664,"[('structure', 'structĲre')]","[('structure', 'ssttructure')]","[('structure', 'trcture')]"
4665,"[('star', 's⍅ar')]","[('star', 'sstar')]","[('star', 'satr')]"
4666,"[('speaker', 'speakeᴹ')]","[('speaker', 'spyker')]","[('speaker', 'sekpaer')]"
4667,"[('scheduling', 'ſℂhèđuᶫiⁿg')]","[('scheduling', 'scheduling`')]","[('scheduling', 'schedling')]"
4668,"[('comprising', 'comprὶ۶ing')]","[('comprising', 'comprisinge')]","[('comprising', 'com]prisi-ng')]"
4669,"[('explore', 'exp˨ore')]","[('explore', 'exphlaure')]","[('explore', 'ex)plor%e')]"
4670,"[('contrary', 'ѻontrary')]","[('contrary', 'ckantrary')]","[('contrary', 'canrrtoy')]"
4671,"[('including', 'īncluᵭing')]","[('including', 'incluoding')]","[('including', 'inclunding')]"
4672,"[('interaction', 'ḻntera០tion')]","[('interaction', 'innterackshon')]","[('interaction', 'i/nteract""i^on')]"
4673,"[('experiment', 'ḙӼpeṟiment')]","[('experiment', 'eccperimente')]","[('experiment', 'experi-m{en,t')]"
4674,"[('llms', 'lןms')]","[('llms', 'llms')]","[('llms', 'lms')]"
4675,"[('involved', 'iⁿvǒlved')]","[('involved', 'envolved')]","[('involved', 'involv[ed')]"
4676,"[('intensity', 'intensḷty')]","[('intensity', 'intensite')]","[('intensity', 'in`t^en\\s(it,y')]"
4677,"[('show', 'Ꮪhow')]","[('show', 'sow')]","[('show', 'shw')]"
4678,"[('extensive', 'eℵtensive')]","[('extensive', 'exttansive')]","[('extensive', 'extensi}ve')]"
4679,"[('insights', 'inßīℊₕts')]","[('insights', 'insightsw')]","[('insights', 'jbsights')]"
4680,"[('pivotal', 'piʏotal')]","[('pivotal', 'pevital')]","[('pivotal', 'pi,vo+tal')]"
4681,"[('intricate', 'iᥞtricate')]","[('intricate', 'ientrikate')]","[('intricate', 'in}tr<i-cat|e')]"
4682,"[('september', 'septɛmber')]","[('september', 'sseptembor')]","[('september', 'seepmebtr')]"
4683,"[('edge', 'ēđǧe')]","[('edge', ""Edge'se"")]","[('edge', 'ed~ge')]"
4684,"[('reveals', 'reƳeals')]","[('reveals', 'reeveals')]","[('reveals', 'eveals')]"
4685,"[('distribution', 'distributiΟn')]","[('distribution', 'destribjutionn')]","[('distribution', 'dbitutrosiin')]"
4686,"[('using', 'usi໗g')]","[('using', 'using')]","[('using', 'usi""ng')]"
4687,"[('time', 'timө')]","[('time', 'taime')]","[('time', 'tme')]"
4688,"[('problem', 'prםblem')]","[('problem', 'problemust')]","[('problem', 'probl~em')]"
4689,"[('identifiability', 'īɗentī㎌ǐabĩᶅity')]","[('identifiability', 'identifiabilitye')]","[('identifiability', 'iden5ifiability')]"
