clean,perturbed,legibility_score,legible
prairie,prairie,4.98799,True
prairie,prèirⅼe,1.9926627,False
micro,พIcŉo,-1.5444912,False
micro,mĭcr⎕,0.8770042,True
printing,ρŗintiրg,4.2169394,False
printing,prinίing,2.1195216,True
registered,r⋾giśteի⋾d,-0.10920053,False
registered,rέӡḹә(έrέd,-1.9915025,False
butter,Ⴆuttвr,-0.039869882,False
butter,buṱṱer,3.836793,True
apparel,appaɚѳl,2.0877173,True
apparel,aơpaʳәl,0.9958878,False
killing,ǨilІḻng,2.471892,True
killing,kɫlΊɫng,1.3214035,False
room,ro໐m,4.677866,True
room,room,4.677866,False
game,gamθ,1.6570668,True
game,gėm໐,-0.62609696,False
accessing,ắȼȼɞɢɢ↥ñя,-3.1011205,False
accessing,àƈƈәᧉᧉîᴖ⅁,-2.825246,False
indeed,⟂ndeed,2.0451715,False
indeed,indeed,4.9161963,True
forgot,Ŧ□rgot,1.261106,True
forgot,foᒕ↋ot,-0.47950158,False
pumps,pumᒕӠ,-1.2832996,False
pumps,ƃՍmps,-0.807891,True
letter,leͱͱ⋸r,1.5486205,True
letter,leᵗᵗѳr,-0.019283652,False
virtue,vⅰrⲓὑв,-1.0093743,False
virtue,⚺ĺrtue,0.36719733,False
lectures,lect∪res,4.935285,True
lectures,⦋ectur⋸s,3.2830849,False
prayer,praᶌèᶰ,-0.9905894,False
prayer,pՒӓyeՒ,0.7933679,False
replaced,repɪaↃed,0.114991456,False
replaced,rϱplaced,4.759059,True
camcorder,caԤ⒍order,-0.36234748,False
camcorder,Ըamcorder,3.684784,True
october,october,3.4250815,True
october,october,3.4250815,True
bradley,bņadleṈ,-1.5885913,False
bradley,bradleᎽ,2.523591,True
kitchen,kӏtchen,3.175477,True
kitchen,kḷⲒchen,0.81457144,True
statements,sḟatḙments,3.0933905,True
statements,stat∈൸∈nts,0.6764521,False
like,l⥠κe,4.1806335,True
like,liⲕĕ,2.434614,True
saver,savɵր,0.058399968,False
saver,ѕаvеr,4.9454875,True
argument,arǧuṃenʈ,3.6240814,True
argument,ärguՊenƚ,-0.25036517,False
survivor,ᘌᶙƥᏙ℩ᏙѲƥ,-2.3175724,False
survivor,suɼᏙiᏙօɼ,4.5271177,True
olympic,oιฎmດⵊᥴ,-2.6164584,False
olympic,oḹឫ⩎Ꭰḹc,-2.7870266,False
lets,letⳄ,0.65243983,True
lets,letҙ,0.48116264,False
nurses,ñuήɢes,-1.1041784,False
nurses,∩⨿rЅeЅ,0.28255376,True
economics,вԸoըoղiԸs,-1.5611961,False
economics,ĕeↄnomies,-0.3007964,False
buddy,bɯddգ,-1.5145638,False
buddy,buᾑᾑy,-1.959294,True
reunion,reuniōn,3.79814,False
reunion,reuηi໐n,3.6191046,True
hormone,Mõrmõnօ,-1.1566375,True
hormone,Իი᥅mიσe,-2.6209056,False
contacted,contэcte⋃,0.4994794,False
contacted,ὸѳntaὸιͼd,-1.9231529,False
thomson,tԽԛ⫪♋ԛמ,-2.7776227,False
thomson,ߊŋòաϩòῃ,-3.0861373,False
allocation,aỊlocation,2.9162176,True
allocation,allocation,4.75622,True
consult,ɔᴰդs⋃lᶵ,-2.6365504,False
consult,сoոѕսlt,4.8739133,True
pull,pull,4.3747497,True
pull,⩍ull,-1.6950612,False
literally,lⲒႵѐᖌa⏌lҹ,-1.9061922,False
literally,lịṭėṙȧlļy,4.2650604,True
towards,ⱦoŵʚr₫s,1.6150512,True
towards,tǫպǎrqᵴ,0.14879751,True
saudi,sauↃi,-0.3411009,False
saudi,sảudi,3.8095973,True
infrared,ῚnfraᏒed,1.9205185,True
infrared,infraɽɵd,3.0542626,True
camps,càחps,-0.36634883,False
camps,cấm໐s,-0.12695615,False
initiated,ⅠդⅠȶⅠƋȶȩɗ,-0.13210526,True
initiated,ḻἡḻⵑḻấteṳ,-2.7025123,False
barrier,ū6ᏺrıeᏺ,-3.0637767,False
barrier,ơàʳʳîәr,-2.3880196,False
party,pӓԻțẙ,3.69238,True
party,ԛӘrⵜ⸘,-2.4223533,False
marcus,mārcus,3.547511,True
marcus,marcẉs,2.494138,False
specification,sὸecif℩cati⍴n,0.9676257,False
specification,specifiᢗatᵢດn,0.8400867,True
therapy,therapy,4.615982,True
therapy,therapy,4.615982,True
feedback,feed⍴acԞ,0.67312336,False
feedback,ŧeedbacⱩ,2.6166005,True
immediate,immediate,5.00634,True
immediate,imme⋃iэte,0.55463564,False
resume,ȵĕὲuԝe,-2.2405,False
resume,resԱ⩎ნ,-0.46183136,True
dover,dᴼṿeᣴ,1.2584174,True
dover,d႐☋ər,-1.4066651,False
dancing,dǟŉӧing,-0.45832396,False
dancing,dắñȼiñg,1.2340524,True
entrepreneurs,enfrepréneurs,2.0412562,False
entrepreneurs,eրṫrepᒋeneᒐᒋЅ,1.4495652,False
scope,sccpe,4.5000343,False
scope,Տcope,3.3056295,True
independently,ⅰnᏧeῃeᒋᏧᴟᒋtไŭ,-1.143743,False
independently,Ibdօпօbdօn߁ï໘,-0.7351391,False
altered,altered,5.029717,True
altered,ḛlͰered,1.6862131,False
linda,liῂӧa,-1.9513899,False
linda,libda,0.97678566,True
blame,blaᲅe,3.7490625,True
blame,bléme,1.4795907,False
parliamentary,pàⲙιⵊàmөמ⤈àⲙฎ,-2.2318797,False
parliamentary,ⱰəŗḹⅼəຫϱṇȽəŗᒘ,-0.23750758,True
savings,έåᏠinᦧέ,-2.6341517,False
savings,sặvĮŗg᥉,0.43894047,False
campus,campԝຮ,2.7930954,True
campus,caກᴆus,-0.11928305,False
periods,ᒕèri⩍ῄӠ,-3.0078866,False
periods,pͼriѳos,-0.09400829,False
moisture,moistⳙᥒ⍷,-0.21773048,False
moisture,ᐢo¡فture,-1.9021606,False
vegetable,veნeƭ∂bɪᰀ,-1.1050317,False
vegetable,ນeԭètaћǐe,-2.7888863,False
beside,bệsi⍧e,-0.50783163,False
beside,besidḙ,4.4386635,True
titanium,tᶖtaƞiuᲅ,2.0072064,True
titanium,tİƒaniuᥥ,-0.73250675,False
office,oṫfiᏣe,0.59302855,True
office,offᶅӧe,-2.1159155,False
reducing,ⱚᰀduᏝ⍸ᲅg,-1.6415219,False
reducing,reduὸ1ɦᦧ,-1.9938312,False
weak,wɵak,2.0896652,True
weak,weaќ,2.7581265,False
raleigh,ra⦌eigh,3.7837405,True
raleigh,raleigh,4.8711934,True
kevin,kɵvih,3.8070476,True
kevin,keУi໗,2.5186505,False
instructions,i∩Ѕŧruоtlons,1.8963562,True
instructions,ihstructions,3.3770022,True
talks,ƚalⱩs,4.111229,True
talks,ta˩kʂ,2.8500981,False
tobago,toϸaǵo,1.9808589,False
tobago,tᲂbagᲂ,4.4586663,True
testimonials,testimonials,4.9131665,True
testimonials,tօstimonials,4.3585253,False
holy,ղᏝᒨy,-2.025925,False
holy,ʰ□Ղy,-1.8951254,True
chester,cheᵴteȓ,3.3702085,False
chester,chester,5.009748,True
rhode,rhԸdθ,-0.3334562,False
rhode,ŉhode,1.5492303,False
scholars,scňolaήɢ,-1.4000344,False
scholars,sсholarѕ,4.863896,True
maple,mapľȩ,3.0569215,True
maple,méᶀle,-1.6106356,False
yahoo,yahoo,4.438003,True
yahoo,ᒲahoo,-1.1682364,False
resolve,re♋൦ʅve,-0.1821517,True
resolve,բȢso⏚vȢ,-2.4418888,False
belief,ᶀɞlịɞḟ,0.111835,True
belief,bē1ḭēʃ,-0.48312104,False
olympics,olympios,2.0310762,True
olympics,oịԛmp⭭cs,-1.0864571,False
collaboration,cѲlɪabѲrat℩on,0.9155621,True
collaboration,co⦌lᦧbo♪aᵮiວ⌂,-2.1269002,False
hello,ᏺⲶlɪѲ,-3.1515594,True
hello,ṇe⥙⥙o,-1.8412299,False
modern,mѻdeⁿn,-0.38853818,True
modern,φodʚr⊓,-2.0773878,False
banners,banɾeԧ³,-0.8487783,False
banners,ḩanneŗs,2.7678747,True
turn,Ͱurn,2.9625378,True
turn,ǀurħ,-0.46698022,False
struct,ştŗucȶ,4.5147986,True
struct,Śtᏺuct,0.15536267,False
potentially,ᴆoߙenߙiმ˨ly,-0.18042791,False
potentially,p០tѐntiƌ⏌⏌y,1.2832701,True
clubs,cḻuþṣ,0.7179233,True
clubs,ο˨ubṡ,-1.8736259,False
blair,ḩlaᶅr,0.6623174,False
blair,Ƅιàir,-0.72452396,True
obligation,ᴰƃligatioդ,-0.15403041,False
obligation,oᵬligatlon,1.1638243,False
sunshine,sɰɲႽhinᏼ,0.6001902,True
sunshine,Ѕu∩shl∩e,2.5131564,False
centers,cʙŋɫeץs,-1.5574956,False
centers,ҁenᶂвᖘэ,-3.064312,False
brooklyn,bro๐klyח,3.2368944,False
brooklyn,brooklyո,4.601242,True
switches,swŀtϹիes,0.31921434,False
switches,şwᶖtᴄhᶒs,4.3254833,True
beliefs,⍴eliɛǀs,-1.444332,False
beliefs,ũeli∈fs,-0.11189213,False
declared,deόlằreດ,-2.2556038,False
declared,ȡeclarѳd,3.5827553,True
issued,ȉssǖeປ,-0.89531964,True
issued,iƼƼueն,-2.441032,False
account,account,4.614187,True
account,accoὺnƒ,-0.72532505,False
surgeon,surӞ⊇൦n,-2.5166974,False
surgeon,surgeon,4.607829,True
counting,coҶntℹng,0.18345901,True
counting,cᴏunțīnǵ,2.5789914,True
specifically,ЅpeСịfiСally,3.587249,True
specifically,spԑCiᵮȴCally,2.8468962,False
adidas,ȧdidaṡ,4.8545637,True
adidas,adidəƨ,0.31189778,False
cardiac,carqiac,0.88810474,True
cardiac,ɕarqiac,0.14074951,False
motivated,motivated,4.446228,True
motivated,ʍοtivated,4.068876,True
centre,๐eṛtre,-0.56221133,False
centre,cɛn┟rɛ,1.3247755,True
legs,legs,4.7565994,True
legs,leҁs,-2.2835512,False
counseling,όᴄunʚeỈinჸ,-0.26507416,False
counseling,cϽվnseling,1.7267196,True
appear,appear,5.0290523,True
appear,aᥲpeȃᒓ,-1.6543213,False
chest,Ↄᏺest,-1.0565016,False
chest,cոesţ,1.4823748,False
specialty,spècialty,3.0708904,True
specialty,specialty,4.444618,True
institute,insᲆľtԛte,-0.48004237,False
institute,institute,5.0028386,True
charming,chaբmiṟg,0.62194186,False
charming,charԤing,1.6672739,True
absent,aþsent,2.5883772,True
absent,aḃseղt,2.7696443,False
canberra,cạnbẹɼra,3.653745,True
canberra,canbǝrrᶒ,2.6832695,False
greater,grĕa⩲er,-0.3082198,True
greater,grɐƟƒer,0.5703113,True
done,ᾐḎᥟě,-2.8261116,False
done,Ⅾoᕄ⋥,-3.1291773,False
holland,hollẫnȕ,-0.025936753,True
holland,hŪllanხ,-0.7835391,False
tropical,╃roṋi∁εՎ,-2.8644612,False
tropical,⨦ropicǎ],0.6678228,True
ours,ᱛurs,2.6135023,True
ours,ourŝ,2.7396042,False
transcript,transϲɼipt,4.8892655,True
transcript,tץƏnsọrḻpt,0.0079717785,False
coins,cὁins,1.7532016,True
coins,coinӠ,0.20901512,False
manual,mạnual,4.118703,False
manual,manual,4.7732296,True
alberta,alberta,4.6498485,True
alberta,Ḃlbeř≮Ḃ,-2.1029668,False
county,cᲂunty,4.537494,True
county,counȶy,4.447314,True
wendy,wέndӇ,0.57531446,False
wendy,ẇᶱndӵ,1.4319792,True
crew,cŉօw,-1.2239518,True
crew,ōrew,0.54278684,False
jamie,jamie,4.713547,True
jamie,ļamie,1.0796657,False
emphasis,ᏼɲphӘႽis,-0.2732184,True
emphasis,e⫙pႶašiš,-0.98129326,False
happen,hƋᥝᥝȩn,-2.2707214,False
happen,haᴆpeղ,0.23816079,True
equally,equally,4.154298,True
equally,equḛlly,0.61999345,False
literacy,lit8racຝ,-0.04551129,False
literacy,lɫteпacĳ,0.38393438,True
arrow,ærrρw,-2.2837925,False
arrow,ℊrʎow,-1.7623141,False
spending,spending,4.9454536,True
spending,spending,4.9454536,True
parade,parade,5.012462,True
parade,paraᶑe,3.2113318,False
mario,mario,4.630291,True
mario,mariԸ,2.1905074,False
first,ʄįԻst,2.3054414,True
first,ƒiɼsʈ,4.553908,True
insights,InsIgM߁s,0.36146784,True
insights,įეsįßhtᶢ,-0.90921324,False
needed,ᕬℊℊdℊd,-2.4150283,False
needed,neⲉḑⲉd,4.1248937,True
seafood,seәᶂᴏᴏd,3.3651378,True
seafood,ᴈeafὀod,0.45197308,False
requests,ɽᶒq∪ᶒstş,2.5794146,False
requests,ṛequesṫs,3.803868,True
nokia,no❲ia,-0.13433865,False
nokia,nokia,4.3227134,True
free,frʚe,1.0011432,False
free,ʄԻee,2.7780674,True
saudi,saվdi,0.6752065,False
saudi,saudi,4.854502,True
rehab,ⲅehab,2.1950018,True
rehab,⌠ehab,1.4549054,True
assess,ຣsЅesЅ,1.0307655,False
assess,aЅЅess,2.9541254,True
billion,bᵢllᵢon,3.278925,True
billion,biìlion,2.6550975,False
parcel,pຣrcɞl,0.6530296,False
parcel,рarcel,5.0586085,True
techrepublic,tecրrepuḃliο,1.5221012,False
techrepublic,techrepublic,4.3485537,True
attraction,ɘᲆᲆǹɘεᲆľɔῄ,-3.2359335,False
attraction,ăſſրăḉſȉԍή,-2.5700166,False
caught,cauξḃt,-1.0645273,True
caught,cauᏼhṱ,1.1124855,True
trainers,trainers,5.0227447,True
trainers,trainers,5.0227447,True
nasa,nasa,4.7949862,True
nasa,naәa,1.7517674,False
formatting,╇⩍ſmϭt┧Íɷg,-2.6993184,False
formatting,fὃrmatting,3.514018,True
centered,cёnႴeᖸed,-0.41978496,False
centered,cenǀḛhḛd,-1.1168965,False
asks,Sⵒ❲s,-1.2864946,False
asks,อǝ⊬s,-3.0187,False
excluding,exclՄɑîᴖg,-0.40313363,False
excluding,excĺuƌւn⒢,2.0516167,False
chorus,6horus,1.6265411,False
chorus,chorⳘs,2.1499038,True
types,tႷ℄es,-1.6902499,False
types,tᶌpes,2.7469513,True
occasional,occasionǝl,4.3211746,True
occasional,occasioἡal,2.9738858,True
sender,senάer,1.0179428,True
sender,ẟeɷder,0.64431804,False
jason,ɺason,-0.5836352,True
jason,jasΟn,2.8739862,False
photographic,phoḟὀgraῤhic,1.0526669,False
photographic,photographic,4.423134,True
mold,mõld,2.839681,True
mold,mőlȗ,-1.344836,False
phentermine,phentermine,4.3266516,True
phentermine,phentermine,4.3266516,True
concept,conҁвpt,-1.1357936,False
concept,concept,4.066468,True
anaheim,a⋂aheim,3.14538,True
anaheim,aըөheỈm,-1.3026536,False
burn,burn,4.641782,True
burn,buԻn,2.1701796,True
factor,factoϚ,0.40793842,False
factor,factor,4.9681463,True
tool,toᱛl,2.6564236,True
tool,toὁi,0.093643464,True
attention,att⊇hti൦n,0.6803122,False
attention,atteпtiön,3.4725177,True
association,asṣoԐi⫇ߟḹᴼn,-2.6673043,False
association,ຣЅЅoСịຣtiοn,0.3323816,True
screenshot,⫉ċʳêêḥ⫉դᱛ┼,-1.8013334,False
screenshot,ṡϲṙėėṅṡḣ໐ṭ,2.2480736,True
rendering,⳾eիdḙring,0.8058289,False
rendering,renderiᶇჽ,2.792434,False
roman,roஶan,-0.41220137,False
roman,rōman,3.46583,True
fibre,fibre,4.905459,True
fibre,fibre,4.905459,True
interview,⥠hteᒦvi⊇ⱳ,-0.74509317,False
interview,iȠṭēr⋁ieⲱ,1.862605,False
desktop,desktοp,4.8614225,True
desktop,նeskt๐p,0.77549523,False
kentucky,Kenṱucky,3.77874,True
kentucky,Ḳentuckӌ,3.716802,True
compute,compute,4.824659,True
compute,compute,4.824659,True
abraham,abrahɕm,2.1401775,False
abraham,abraham,5.0300503,True
nurses,nŭґϩes,-0.22844252,False
nurses,nυɾseᶊ,4.491264,True
pipe,pipе,4.6630487,True
pipe,pipḛ,2.3118818,True
health,heaḹḟb,-1.0774074,False
health,h⫔alႵԦ,0.96347064,True
heritage,heritagᶒ,4.2879806,True
heritage,heritaģe,4.2106886,True
outlined,oᴜtlined,4.792214,True
outlined,ʘutlineⅮ,0.5446318,False
offices,ↄffices,2.1854014,True
offices,offices,3.7600653,True
exit,exɨṱ,4.3838263,True
exit,ɵˠℹ⨍,-2.2739055,False
failures,⤉ạiⅼuręs,2.467527,False
failures,failures,4.96709,True
cartoons,cartoonɘ,1.6278613,True
cartoons,०ařtԸons,-0.84708846,False
browsers,broฝseոҙ,0.4291898,True
browsers,brᴼẉserṣ,2.9004953,True
sustained,Ⴝustainᏼd,2.1684747,True
sustained,ⱾẉⱾtaⲒnѐd,-0.25246894,False
submitted,swbmitted,3.9031734,True
submitted,Ƽubmiẝted,1.0813051,True
happened,ḩaḅpᶒnᶒd,1.5152678,False
happened,Ңępƃehed,-1.1948477,False
paypal,ḅaypaĺ,0.077929825,True
paypal,baᕰpɐl,-2.4089522,False
apartments,apɐrtƢents,2.482387,False
apartments,өpartmeըtჽ,0.4554007,False
paperbacks,pƏգʙץᶀƏckṢ,-2.3228211,False
paperbacks,ᲂḛᲂeṛbacĶs,-1.4857546,False
headline,⊎eЅdⵊinℇ,-1.7791636,False
headline,hθadlinθ,0.027385555,False
deposit,ԃêpᱛsit,2.9589524,True
deposit,⒍ʚp⩍sÍ┧,-2.822179,False
enlargement,eդlargөment,3.434993,False
enlargement,enⅼargement,4.5741153,True
capitol,Եჴpᒧtol,-1.2365441,False
capitol,caᎠḹtol,-0.72426957,True
disco,dḷsco,2.1045077,True
disco,disօo,1.4178987,False
nationwide,nationwide,4.847065,True
nationwide,nationwiດe,3.085504,False
brake,ρrakɘ,-0.10360189,False
brake,braϏe,3.4277983,True
divine,ⅾivᒨne,4.0594783,True
divine,dȴ༼ine,-0.10764668,False
makeup,makeup,4.4458556,True
makeup,Ṅakeub,-1.6572251,False
ignored,ⁱgnoreȡ,2.975913,True
ignored,ignọrёd,3.964023,True
physical,pħysiċal,3.7041645,True
physical,phⱹsical,0.8828904,True
niagara,niagaⲙa,1.3458483,False
niagara,∩ɨagarǎ,2.486377,True
bookings,b០okings,3.0743055,False
bookings,bookÍngs,2.8423142,True
dome,domℊ,1.1125777,False
dome,ḋome,4.3229704,True
various,vari⩍us,1.0233098,False
various,variǫus,3.1986442,True
bible,biblе,4.454282,True
bible,bⅼble,2.2670903,True
conditions,conditiρns,3.1520624,True
conditions,condit⫾oիs,1.113069,False
trends,tɽᶒnds,3.2997413,True
trends,tᣴendṣ,2.5195818,True
clicking,clicklnց,2.284813,True
clicking,clicƘiɾશ,-0.4264037,False
learning,Ieaʱnin౽,-1.4484086,False
learning,ןeᗳիᒕỉᒕg,-2.8788607,False
donors,ďϲnorຮ,2.5769825,True
donors,dῡno☩s,-1.4077575,False
negotiations,ɼegoⰀiatiϙɼs,0.250306,False
negotiations,negotiᦧtio⌂s,-0.08364,False
contracting,contráctїnᵹ,2.077975,True
contracting,coᴖtràƈting,0.98946106,False
england,engƚanȡ,3.7537155,True
england,ǝɳgland,2.7304077,False
portrait,poήῑήait,-1.2533877,False
portrait,ᶀᴄӷճrằit,-1.9826292,False
pick,bick,-1.0929043,False
pick,piɽk,0.97677284,False
prayer,prөyвr,0.069071904,True
prayer,ᥝraɥer,-0.45865953,True
warcraft,waṝcraft,1.7615601,False
warcraft,ὼarcrấft,0.13665523,True
supplied,suᥝp⅃iȩd,0.53113145,False
supplied,sủρplied,3.6181834,True
cotton,Եotton,3.0768976,True
cotton,c⩂tt⩂n,-0.09267479,False
spirits,spiⵤⅠts,3.144199,True
spirits,spiṛḻtԑ,0.12884554,False
territory,teńriẛorŋ,-0.8668395,False
territory,teເເ႞tory,-1.1979891,False
purchases,purchases,4.8139515,True
purchases,puᥒchaⳄes,0.51432395,False
commission,⒍ommÍẟẟion,-1.0253592,False
commission,ↄom♏issioɿ,-1.2574366,True
resume,ȓeɜuɸe,-1.8595312,False
resume,ᒓeⳉUႶᏮ,-2.5955265,False
resort,ṙɛsᴅrt,3.2839956,True
resort,⌠⊆ຣ⩂rt,-1.0292416,False
syndicate,syndicate,4.8566675,True
syndicate,syndicate,4.8566675,False
composition,coຫpoṥitiὸȵ,2.874883,True
composition,cɷηposiẗioȠ,1.628862,False
claimed,ᶗlaiṁeↃ,-1.8938005,False
claimed,όlaimӗດ,-2.450249,False
taylor,ᵗaylor,4.4222555,True
taylor,tayιԛr,0.31617358,True
flame,f˩a໗ε,-0.9102285,False
flame,ẝlặփê,-1.7615504,False
armed,ℊrmɵd,0.98368114,True
armed,Ərᥞeđ,-0.72493756,False
poll,poll,3.8302352,True
poll,poⱡl,2.6921184,True
playlist,ԛlayȋiƨt,-0.5851793,False
playlist,⍴ⱡẚyⱡist,3.4397757,True
sequence,sɛquence,4.108023,True
sequence,ṥequenᴏe,0.17141752,False
speaker,sⱰϱəkϱŗ,0.51705354,False
speaker,ჽqeaker,0.82397985,False
fair,fair,5.052232,True
fair,fɞir,0.5836997,False
statute,statute,4.9860783,True
statute,sẗatute,4.23325,False
favorites,fȁvorĭtes,3.3569837,True
favorites,faxorites,4.2760487,False
peeing,peeing,4.8475976,True
peeing,peeing,4.8475976,True
shadows,shaȕõws,1.3115795,True
shadows,ɘhaȕows,-0.26860902,False
contact,con˕өct,-0.10978944,False
contact,cƟnⰀact,-0.43910912,True
include,ihcłuḓe,2.787541,True
include,încludә,2.6491847,True
stuart,stuar┼,2.2178223,True
stuart,⫇tuart,-0.02596274,False
suzuki,suzuḰi,4.211438,True
suzuki,sǚzuᛓi,1.6619304,True
muslims,muslims,4.966682,True
muslims,musl℩ms,3.063054,False
till,tlll,4.4985237,False
till,till,4.7163553,True
openings,opeñings,3.1960208,False
openings,openings,4.8718405,True
crown,⊂rown,2.3263385,False
crown,croψn,1.5243495,True
method,ԥ⊊ʄӈŪხ,-3.1912746,False
method,ɳℇ╂⊎ວα,-3.246934,False
signals,signals,4.9011893,True
signals,signals,4.9011893,True
launched,launched,3.147887,True
launched,launched,3.147887,True
broken,broⲔen,3.7611735,False
broken,broken,4.820613,True
cornwall,cornυƏll,1.061999,False
cornwall,οόrnwall,-0.32782677,False
kings,Ḳiṇĝs,3.7253902,True
kings,Ϗḷᥒ↋ʂ,-0.8992674,False
gates,gaẜes,-0.2444602,True
gates,ԅates,-1.2502764,False
beast,beast,4.8976035,True
beast,Ɒeast,2.6998022,False
legacy,leᶓacy,1.2928133,False
legacy,legacy,4.8591433,True
opens,opeŋs,4.425205,True
opens,ᴄԛeɲs,-1.0116013,False
willing,wiíling,2.8541012,False
willing,willing,4.8627234,True
homeless,hסտeleⳄⳄ,-1.3341951,False
homeless,h០mѐ⏌esⱾ,0.23873839,True
transcription,transcripʈɪoḣ,2.9289148,True
transcription,trƋnscriᥝtion,2.0537655,False
joel,joօl,0.5951287,False
joel,joel,4.794205,True
fundamental,fu∩daṇe∩taӏ,1.293946,False
fundamental,ҒĲŋđameŋɫal,0.34413773,True
origin,origḯή,1.2979888,True
origin,origɬn,0.5657487,False
communist,com♏ⳐnΙst,0.4728868,False
communist,ėϲẇẇuniͻt,-1.0087986,False
duration,þuᒦation,0.28863218,False
duration,durằtion,3.2665436,True
macedonia,תacedoᶇⅼa,0.511888,False
macedonia,պэcedoἢiэ,-1.8832909,False
games,games,4.8709354,True
games,games,4.8709354,True
mason,masὀṉ,1.7406392,True
mason,ᥖasΟn,0.17220059,True
microsoft,microsᴅ☨t,2.0847483,True
microsoft,miỏhoᶓὃfǀ,-2.878717,False
defensive,defeὴsive,2.7937744,True
defensive,defensḯve,3.420943,True
radius,ŗaḋius,4.4328256,True
radius,rຣdiuЅ,2.6584141,False
closer,ỏӀὃᶓḛh,-3.0508606,False
closer,еlộͼȅņ,-1.0478427,True
tasks,tẫsks,2.9882784,True
tasks,taᶔks,-0.029720334,False
surfing,sՍrſing,2.0728905,True
surfing,sur∮ing,1.4457297,True
backing,оacԟing,1.0439994,False
backing,bâ๐kinɃ,-0.6780135,False
shares,sharɘs,1.2599877,False
shares,sharᏼś,0.45153797,False
chains,cհains,4.902387,True
chains,chმins,3.523099,True
patrol,ƀatrol,-0.12158023,False
patrol,pǝtrΟl,3.9961998,True
mineral,mᒧẖeɚal,-0.66891277,False
mineral,mineraì,3.1759338,True
collective,òolῚὲctỈve,-0.3331617,True
collective,cʚlÏέc(iᴆe,-1.4655788,False
revenues,revenues,4.936845,True
revenues,revenuɵs,3.161313,False
milan,ҧilan,0.83852583,True
milan,m⥕lȃn,0.64949644,False
compiled,compiled,4.7565513,True
compiled,coᲅpileԛ,0.18371546,False
worldcat,worldcat,2.3767295,True
worldcat,worldcat,2.3767295,True
many,man⸘,-1.4384168,False
many,many,4.733605,True
airlines,аirlines,5.0114837,True
airlines,āirlines,4.638435,False
holly,holļy,4.634,True
holly,ƞolly,0.9585425,False
bandwidth,bandwidth,4.617718,True
bandwidth,рandшidth,0.8147659,False
pike,ƥike,3.7608063,False
pike,pikε,4.414508,True
inquire,inquire,5.005114,True
inquire,inquire,5.005114,False
remarks,re⫪àⲙⱩs,-0.15223031,False
remarks,re⫙aÞ♭s,-1.0903724,False
hygiene,hygiene,4.5794716,True
hygiene,hygienⲉ,4.429558,False
refined,refineḓ,4.6810803,True
