model,size,test,ratio,Bootstrap,Category,Class,Support,Support %,Prediction,Prediction %,Mean Score,Med Score,∆ Score,Precision,Recall,F1-Score,Accuracy,AUC,Confusion
mistral,7B,visual,0.125,10,offensive,Yes,878,0.3102473498233215,2312,0.8169611307420495,0.6549469964664311,0.7,0.2509187279151944,0.36,0.95,0.52,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,10,offensive,No,1952,0.6897526501766784,518,0.18303886925795054,0.6549469964664311,0.7,0.2509187279151944,0.91,0.24,0.38,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,10,toxic,Yes,507,0.17915194346289753,1952,0.6897526501766784,0.6586219081272084,0.8,0.21547703180212016,0.24,0.94,0.39,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,10,toxic,No,2323,0.8208480565371025,878,0.3102473498233215,0.6586219081272084,0.8,0.21547703180212016,0.97,0.37,0.53,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,11,hateful,Yes,553,0.19540636042402826,794,0.280565371024735,0.4939929328621908,0.6,0.20151943462897526,0.37,0.53,0.44,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,11,hateful,No,2277,0.8045936395759717,2036,0.719434628975265,0.4939929328621908,0.6,0.20151943462897526,0.87,0.78,0.82,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,11,offensive,Yes,878,0.3102473498233215,2312,0.8169611307420495,0.6549469964664311,0.7,0.2509187279151944,0.36,0.95,0.52,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,11,offensive,No,1952,0.6897526501766784,518,0.18303886925795054,0.6549469964664311,0.7,0.2509187279151944,0.91,0.24,0.38,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,11,toxic,Yes,507,0.17915194346289753,1952,0.6897526501766784,0.6586219081272084,0.8,0.21547703180212016,0.24,0.94,0.39,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,11,toxic,No,2323,0.8208480565371025,878,0.3102473498233215,0.6586219081272084,0.8,0.21547703180212016,0.97,0.37,0.53,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,12,hateful,Yes,553,0.19540636042402826,794,0.280565371024735,0.4939929328621908,0.6,0.20151943462897526,0.37,0.53,0.44,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,12,hateful,No,2277,0.8045936395759717,2036,0.719434628975265,0.4939929328621908,0.6,0.20151943462897526,0.87,0.78,0.82,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,12,offensive,Yes,878,0.3102473498233215,2312,0.8169611307420495,0.6549469964664311,0.7,0.2509187279151944,0.36,0.95,0.52,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,12,offensive,No,1952,0.6897526501766784,518,0.18303886925795054,0.6549469964664311,0.7,0.2509187279151944,0.91,0.24,0.38,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,12,toxic,Yes,507,0.17915194346289753,1952,0.6897526501766784,0.6586219081272084,0.8,0.21547703180212016,0.24,0.94,0.39,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,12,toxic,No,2323,0.8208480565371025,878,0.3102473498233215,0.6586219081272084,0.8,0.21547703180212016,0.97,0.37,0.53,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,13,hateful,Yes,553,0.19540636042402826,794,0.280565371024735,0.4939929328621908,0.6,0.20151943462897526,0.37,0.53,0.44,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,13,hateful,No,2277,0.8045936395759717,2036,0.719434628975265,0.4939929328621908,0.6,0.20151943462897526,0.87,0.78,0.82,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,13,offensive,Yes,878,0.3102473498233215,2312,0.8169611307420495,0.6549469964664311,0.7,0.2509187279151944,0.36,0.95,0.52,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,13,offensive,No,1952,0.6897526501766784,518,0.18303886925795054,0.6549469964664311,0.7,0.2509187279151944,0.91,0.24,0.38,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,13,toxic,Yes,507,0.17915194346289753,1952,0.6897526501766784,0.6586219081272084,0.8,0.21547703180212016,0.24,0.94,0.39,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,13,toxic,No,2323,0.8208480565371025,878,0.3102473498233215,0.6586219081272084,0.8,0.21547703180212016,0.97,0.37,0.53,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,14,hateful,Yes,553,0.19540636042402826,794,0.280565371024735,0.4939929328621908,0.6,0.20151943462897526,0.37,0.53,0.44,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,14,hateful,No,2277,0.8045936395759717,2036,0.719434628975265,0.4939929328621908,0.6,0.20151943462897526,0.87,0.78,0.82,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,14,offensive,Yes,878,0.3102473498233215,2312,0.8169611307420495,0.6549469964664311,0.7,0.2509187279151944,0.36,0.95,0.52,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,14,offensive,No,1952,0.6897526501766784,518,0.18303886925795054,0.6549469964664311,0.7,0.2509187279151944,0.91,0.24,0.38,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,14,toxic,Yes,507,0.17915194346289753,1952,0.6897526501766784,0.6586219081272084,0.8,0.21547703180212016,0.24,0.94,0.39,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,14,toxic,No,2323,0.8208480565371025,878,0.3102473498233215,0.6586219081272084,0.8,0.21547703180212016,0.97,0.37,0.53,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,15,hateful,Yes,553,0.19540636042402826,794,0.280565371024735,0.4939929328621908,0.6,0.20151943462897526,0.37,0.53,0.44,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,15,hateful,No,2277,0.8045936395759717,2036,0.719434628975265,0.4939929328621908,0.6,0.20151943462897526,0.87,0.78,0.82,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,15,offensive,Yes,878,0.3102473498233215,2312,0.8169611307420495,0.6549469964664311,0.7,0.2509187279151944,0.36,0.95,0.52,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,15,offensive,No,1952,0.6897526501766784,518,0.18303886925795054,0.6549469964664311,0.7,0.2509187279151944,0.91,0.24,0.38,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,15,toxic,Yes,507,0.17915194346289753,1952,0.6897526501766784,0.6586219081272084,0.8,0.21547703180212016,0.24,0.94,0.39,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,15,toxic,No,2323,0.8208480565371025,878,0.3102473498233215,0.6586219081272084,0.8,0.21547703180212016,0.97,0.37,0.53,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,16,hateful,Yes,553,0.19540636042402826,794,0.280565371024735,0.4939929328621908,0.6,0.20151943462897526,0.37,0.53,0.44,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,16,hateful,No,2277,0.8045936395759717,2036,0.719434628975265,0.4939929328621908,0.6,0.20151943462897526,0.87,0.78,0.82,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,16,offensive,Yes,878,0.3102473498233215,2312,0.8169611307420495,0.6549469964664311,0.7,0.2509187279151944,0.36,0.95,0.52,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,16,offensive,No,1952,0.6897526501766784,518,0.18303886925795054,0.6549469964664311,0.7,0.2509187279151944,0.91,0.24,0.38,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,16,toxic,Yes,507,0.17915194346289753,1952,0.6897526501766784,0.6586219081272084,0.8,0.21547703180212016,0.24,0.94,0.39,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,16,toxic,No,2323,0.8208480565371025,878,0.3102473498233215,0.6586219081272084,0.8,0.21547703180212016,0.97,0.37,0.53,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,17,hateful,Yes,553,0.19540636042402826,794,0.280565371024735,0.4939929328621908,0.6,0.20151943462897526,0.37,0.53,0.44,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,17,hateful,No,2277,0.8045936395759717,2036,0.719434628975265,0.4939929328621908,0.6,0.20151943462897526,0.87,0.78,0.82,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,17,offensive,Yes,878,0.3102473498233215,2312,0.8169611307420495,0.6549469964664311,0.7,0.2509187279151944,0.36,0.95,0.52,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,17,offensive,No,1952,0.6897526501766784,518,0.18303886925795054,0.6549469964664311,0.7,0.2509187279151944,0.91,0.24,0.38,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,17,toxic,Yes,507,0.17915194346289753,1952,0.6897526501766784,0.6586219081272084,0.8,0.21547703180212016,0.24,0.94,0.39,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,17,toxic,No,2323,0.8208480565371025,878,0.3102473498233215,0.6586219081272084,0.8,0.21547703180212016,0.97,0.37,0.53,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,18,hateful,Yes,553,0.19540636042402826,794,0.280565371024735,0.4939929328621908,0.6,0.20151943462897526,0.37,0.53,0.44,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,18,hateful,No,2277,0.8045936395759717,2036,0.719434628975265,0.4939929328621908,0.6,0.20151943462897526,0.87,0.78,0.82,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,18,offensive,Yes,878,0.3102473498233215,2312,0.8169611307420495,0.6549469964664311,0.7,0.2509187279151944,0.36,0.95,0.52,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,18,offensive,No,1952,0.6897526501766784,518,0.18303886925795054,0.6549469964664311,0.7,0.2509187279151944,0.91,0.24,0.38,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,18,toxic,Yes,507,0.17915194346289753,1952,0.6897526501766784,0.6586219081272084,0.8,0.21547703180212016,0.24,0.94,0.39,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,18,toxic,No,2323,0.8208480565371025,878,0.3102473498233215,0.6586219081272084,0.8,0.21547703180212016,0.97,0.37,0.53,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,19,hateful,Yes,553,0.19540636042402826,794,0.280565371024735,0.4939929328621908,0.6,0.20151943462897526,0.37,0.53,0.44,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,19,hateful,No,2277,0.8045936395759717,2036,0.719434628975265,0.4939929328621908,0.6,0.20151943462897526,0.87,0.78,0.82,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,19,offensive,Yes,878,0.3102473498233215,2312,0.8169611307420495,0.6549469964664311,0.7,0.2509187279151944,0.36,0.95,0.52,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,19,offensive,No,1952,0.6897526501766784,518,0.18303886925795054,0.6549469964664311,0.7,0.2509187279151944,0.91,0.24,0.38,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,19,toxic,Yes,507,0.17915194346289753,1952,0.6897526501766784,0.6586219081272084,0.8,0.21547703180212016,0.24,0.94,0.39,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,19,toxic,No,2323,0.8208480565371025,878,0.3102473498233215,0.6586219081272084,0.8,0.21547703180212016,0.97,0.37,0.53,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,20,hateful,Yes,553,0.19540636042402826,794,0.280565371024735,0.4939929328621908,0.6,0.20151943462897526,0.37,0.53,0.44,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,20,hateful,No,2277,0.8045936395759717,2036,0.719434628975265,0.4939929328621908,0.6,0.20151943462897526,0.87,0.78,0.82,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,20,offensive,Yes,878,0.3102473498233215,2312,0.8169611307420495,0.6549469964664311,0.7,0.2509187279151944,0.36,0.95,0.52,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,20,offensive,No,1952,0.6897526501766784,518,0.18303886925795054,0.6549469964664311,0.7,0.2509187279151944,0.91,0.24,0.38,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,20,toxic,Yes,507,0.17915194346289753,1952,0.6897526501766784,0.6586219081272084,0.8,0.21547703180212016,0.24,0.94,0.39,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,20,toxic,No,2323,0.8208480565371025,878,0.3102473498233215,0.6586219081272084,0.8,0.21547703180212016,0.97,0.37,0.53,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,21,hateful,Yes,553,0.19540636042402826,794,0.280565371024735,0.4939929328621908,0.6,0.20151943462897526,0.37,0.53,0.44,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,21,hateful,No,2277,0.8045936395759717,2036,0.719434628975265,0.4939929328621908,0.6,0.20151943462897526,0.87,0.78,0.82,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,21,offensive,Yes,878,0.3102473498233215,2312,0.8169611307420495,0.6549469964664311,0.7,0.2509187279151944,0.36,0.95,0.52,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,21,offensive,No,1952,0.6897526501766784,518,0.18303886925795054,0.6549469964664311,0.7,0.2509187279151944,0.91,0.24,0.38,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,21,toxic,Yes,507,0.17915194346289753,1952,0.6897526501766784,0.6586219081272084,0.8,0.21547703180212016,0.24,0.94,0.39,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,21,toxic,No,2323,0.8208480565371025,878,0.3102473498233215,0.6586219081272084,0.8,0.21547703180212016,0.97,0.37,0.53,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,22,hateful,Yes,553,0.19540636042402826,794,0.280565371024735,0.4939929328621908,0.6,0.20151943462897526,0.37,0.53,0.44,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,22,hateful,No,2277,0.8045936395759717,2036,0.719434628975265,0.4939929328621908,0.6,0.20151943462897526,0.87,0.78,0.82,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,22,offensive,Yes,878,0.3102473498233215,2312,0.8169611307420495,0.6549469964664311,0.7,0.2509187279151944,0.36,0.95,0.52,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,22,offensive,No,1952,0.6897526501766784,518,0.18303886925795054,0.6549469964664311,0.7,0.2509187279151944,0.91,0.24,0.38,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,22,toxic,Yes,507,0.17915194346289753,1952,0.6897526501766784,0.6586219081272084,0.8,0.21547703180212016,0.24,0.94,0.39,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,22,toxic,No,2323,0.8208480565371025,878,0.3102473498233215,0.6586219081272084,0.8,0.21547703180212016,0.97,0.37,0.53,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,23,hateful,Yes,553,0.19540636042402826,794,0.280565371024735,0.4939929328621908,0.6,0.20151943462897526,0.37,0.53,0.44,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,23,hateful,No,2277,0.8045936395759717,2036,0.719434628975265,0.4939929328621908,0.6,0.20151943462897526,0.87,0.78,0.82,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,23,offensive,Yes,878,0.3102473498233215,2312,0.8169611307420495,0.6549469964664311,0.7,0.2509187279151944,0.36,0.95,0.52,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,23,offensive,No,1952,0.6897526501766784,518,0.18303886925795054,0.6549469964664311,0.7,0.2509187279151944,0.91,0.24,0.38,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,23,toxic,Yes,507,0.17915194346289753,1952,0.6897526501766784,0.6586219081272084,0.8,0.21547703180212016,0.24,0.94,0.39,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,23,toxic,No,2323,0.8208480565371025,878,0.3102473498233215,0.6586219081272084,0.8,0.21547703180212016,0.97,0.37,0.53,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,24,hateful,Yes,553,0.19540636042402826,794,0.280565371024735,0.4939929328621908,0.6,0.20151943462897526,0.37,0.53,0.44,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,24,hateful,No,2277,0.8045936395759717,2036,0.719434628975265,0.4939929328621908,0.6,0.20151943462897526,0.87,0.78,0.82,0.73,0.74,"[[1777  259]
 [ 500  294]]"
mistral,7B,visual,0.125,24,offensive,Yes,878,0.3102473498233215,2312,0.8169611307420495,0.6549469964664311,0.7,0.2509187279151944,0.36,0.95,0.52,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,24,offensive,No,1952,0.6897526501766784,518,0.18303886925795054,0.6549469964664311,0.7,0.2509187279151944,0.91,0.24,0.38,0.46,0.7,"[[ 472   46]
 [1480  832]]"
mistral,7B,visual,0.125,24,toxic,Yes,507,0.17915194346289753,1952,0.6897526501766784,0.6586219081272084,0.8,0.21547703180212016,0.24,0.94,0.39,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.125,24,toxic,No,2323,0.8208480565371025,878,0.3102473498233215,0.6586219081272084,0.8,0.21547703180212016,0.97,0.37,0.53,0.47,0.74,"[[ 849   29]
 [1474  478]]"
mistral,7B,visual,0.25,0,hateful,Yes,553,0.19540636042402826,857,0.3028268551236749,0.5357243816254417,0.6,0.2373851590106007,0.36,0.56,0.44,0.72,0.72,"[[1728  245]
 [ 549  308]]"
mistral,7B,visual,0.25,0,hateful,No,2277,0.8045936395759717,1973,0.6971731448763251,0.5357243816254417,0.6,0.2373851590106007,0.88,0.76,0.81,0.72,0.72,"[[1728  245]
 [ 549  308]]"
mistral,7B,visual,0.25,0,offensive,Yes,878,0.3102473498233215,2508,0.8862190812720848,0.7030388692579507,0.8,0.2943462897526502,0.34,0.96,0.5,0.4,0.66,"[[ 289   33]
 [1663  845]]"
mistral,7B,visual,0.25,0,offensive,No,1952,0.6897526501766784,322,0.1137809187279152,0.7030388692579507,0.8,0.2943462897526502,0.9,0.15,0.25,0.4,0.66,"[[ 289   33]
 [1663  845]]"
mistral,7B,visual,0.25,0,toxic,Yes,507,0.17915194346289753,2162,0.7639575971731449,0.7169964664310954,0.8,0.2631802120141343,0.22,0.95,0.36,0.4,0.7,"[[ 642   26]
 [1681  481]]"
mistral,7B,visual,0.25,0,toxic,No,2323,0.8208480565371025,668,0.23604240282685512,0.7169964664310954,0.8,0.2631802120141343,0.96,0.28,0.43,0.4,0.7,"[[ 642   26]
 [1681  481]]"
mistral,7B,visual,0.25,1,hateful,Yes,553,0.19540636042402826,857,0.3028268551236749,0.5357243816254417,0.6,0.2373851590106007,0.36,0.56,0.44,0.72,0.72,"[[1728  245]
 [ 549  308]]"
mistral,7B,visual,0.25,1,hateful,No,2277,0.8045936395759717,1973,0.6971731448763251,0.5357243816254417,0.6,0.2373851590106007,0.88,0.76,0.81,0.72,0.72,"[[1728  245]
 [ 549  308]]"
mistral,7B,visual,0.25,1,offensive,Yes,878,0.3102473498233215,2508,0.8862190812720848,0.7030388692579507,0.8,0.2943462897526502,0.34,0.96,0.5,0.4,0.66,"[[ 289   33]
 [1663  845]]"
mistral,7B,visual,0.25,1,offensive,No,1952,0.6897526501766784,322,0.1137809187279152,0.7030388692579507,0.8,0.2943462897526502,0.9,0.15,0.25,0.4,0.66,"[[ 289   33]
 [1663  845]]"
mistral,7B,visual,0.25,1,toxic,Yes,507,0.17915194346289753,2162,0.7639575971731449,0.7169964664310954,0.8,0.2631802120141343,0.22,0.95,0.36,0.4,0.7,"[[ 642   26]
 [1681  481]]"
mistral,7B,visual,0.25,1,toxic,No,2323,0.8208480565371025,668,0.23604240282685512,0.7169964664310954,0.8,0.2631802120141343,0.96,0.28,0.43,0.4,0.7,"[[ 642   26]
 [1681  481]]"
mistral,7B,visual,0.25,2,hateful,Yes,553,0.19540636042402826,857,0.3028268551236749,0.5357243816254417,0.6,0.2373851590106007,0.36,0.56,0.44,0.72,0.72,"[[1728  245]
 [ 549  308]]"
mistral,7B,visual,0.25,2,hateful,No,2277,0.8045936395759717,1973,0.6971731448763251,0.5357243816254417,0.6,0.2373851590106007,0.88,0.76,0.81,0.72,0.72,"[[1728  245]
 [ 549  308]]"
mistral,7B,visual,0.25,2,offensive,Yes,878,0.3102473498233215,2508,0.8862190812720848,0.7030388692579507,0.8,0.2943462897526502,0.34,0.96,0.5,0.4,0.66,"[[ 289   33]
 [1663  845]]"
mistral,7B,visual,0.25,2,offensive,No,1952,0.6897526501766784,322,0.1137809187279152,0.7030388692579507,0.8,0.2943462897526502,0.9,0.15,0.25,0.4,0.66,"[[ 289   33]
 [1663  845]]"
mistral,7B,visual,0.25,2,toxic,Yes,507,0.17915194346289753,2162,0.7639575971731449,0.7169964664310954,0.8,0.2631802120141343,0.22,0.95,0.36,0.4,0.7,"[[ 642   26]
 [1681  481]]"
mistral,7B,visual,0.25,2,toxic,No,2323,0.8208480565371025,668,0.23604240282685512,0.7169964664310954,0.8,0.2631802120141343,0.96,0.28,0.43,0.4,0.7,"[[ 642   26]
 [1681  481]]"
mistral,7B,visual,0.25,3,hateful,Yes,553,0.19540636042402826,857,0.3028268551236749,0.5357243816254417,0.6,0.2373851590106007,0.36,0.56,0.44,0.72,0.72,"[[1728  245]
 [ 549  308]]"
mistral,7B,visual,0.25,3,hateful,No,2277,0.8045936395759717,1973,0.6971731448763251,0.5357243816254417,0.6,0.2373851590106007,0.88,0.76,0.81,0.72,0.72,"[[1728  245]
 [ 549  308]]"
mistral,7B,visual,0.25,3,offensive,Yes,878,0.3102473498233215,2508,0.8862190812720848,0.7030388692579507,0.8,0.2943462897526502,0.34,0.96,0.5,0.4,0.66,"[[ 289   33]
 [1663  845]]"
mistral,7B,visual,0.25,3,offensive,No,1952,0.6897526501766784,322,0.1137809187279152,0.7030388692579507,0.8,0.2943462897526502,0.9,0.15,0.25,0.4,0.66,"[[ 289   33]
 [1663  845]]"
mistral,7B,visual,0.25,3,toxic,Yes,507,0.17915194346289753,2162,0.7639575971731449,0.7169964664310954,0.8,0.2631802120141343,0.22,0.95,0.36,0.4,0.7,"[[ 642   26]
 [1681  481]]"
mistral,7B,visual,0.25,3,toxic,No,2323,0.8208480565371025,668,0.23604240282685512,0.7169964664310954,0.8,0.2631802120141343,0.96,0.28,0.43,0.4,0.7,"[[ 642   26]
 [1681  481]]"
mistral,7B,visual,0.25,4,hateful,Yes,553,0.19540636042402826,857,0.3028268551236749,0.5357243816254417,0.6,0.2373851590106007,0.36,0.56,0.44,0.72,0.72,"[[1728  245]
 [ 549  308]]"
mistral,7B,visual,0.25,4,hateful,No,2277,0.8045936395759717,1973,0.6971731448763251,0.5357243816254417,0.6,0.2373851590106007,0.88,0.76,0.81,0.72,0.72,"[[1728  245]
 [ 549  308]]"
mistral,7B,visual,0.25,4,offensive,Yes,878,0.3102473498233215,2508,0.8862190812720848,0.7030388692579507,0.8,0.2943462897526502,0.34,0.96,0.5,0.4,0.66,"[[ 289   33]
 [1663  845]]"
mistral,7B,visual,0.25,4,offensive,No,1952,0.6897526501766784,322,0.1137809187279152,0.7030388692579507,0.8,0.2943462897526502,0.9,0.15,0.25,0.4,0.66,"[[ 289   33]
 [1663  845]]"
mistral,7B,visual,0.25,4,toxic,Yes,507,0.17915194346289753,2162,0.7639575971731449,0.7169964664310954,0.8,0.2631802120141343,0.22,0.95,0.36,0.4,0.7,"[[ 642   26]
 [1681  481]]"
mistral,7B,visual,0.25,4,toxic,No,2323,0.8208480565371025,668,0.23604240282685512,0.7169964664310954,0.8,0.2631802120141343,0.96,0.28,0.43,0.4,0.7,"[[ 642   26]
 [1681  481]]"
mistral,7B,visual,0.25,5,hateful,Yes,553,0.19540636042402826,857,0.3028268551236749,0.5357243816254417,0.6,0.2373851590106007,0.36,0.56,0.44,0.72,0.72,"[[1728  245]
 [ 549  308]]"
mistral,7B,visual,0.25,5,hateful,No,2277,0.8045936395759717,1973,0.6971731448763251,0.5357243816254417,0.6,0.2373851590106007,0.88,0.76,0.81,0.72,0.72,"[[1728  245]
 [ 549  308]]"
mistral,7B,visual,0.25,5,offensive,Yes,878,0.3102473498233215,2508,0.8862190812720848,0.7030388692579507,0.8,0.2943462897526502,0.34,0.96,0.5,0.4,0.66,"[[ 289   33]
 [1663  845]]"
mistral,7B,visual,0.25,5,offensive,No,1952,0.6897526501766784,322,0.1137809187279152,0.7030388692579507,0.8,0.2943462897526502,0.9,0.15,0.25,0.4,0.66,"[[ 289   33]
 [1663  845]]"
